ID,  Milk,ChildBby,Vegges,Cereal, Bread,  Rice,  Meat,  Eggs,YogChese, Chips,  Soda, Fruit,  Corn,  Fish, Sauce, Beans,Tortya,SaltNPepper,Scented, Salza
1309,     1,     0,     3,    10,     0,     6,     9,     6,     1,     8,     8,     4,     8,     1,     9,     4,     8,     3,     5,     6
1310,    10,     8,     9,     7,     6,     7,     8,     5,     5,     3,     3,     6,     4,     5,     0,     5,     4,     3,     4,     1
1311,     3,     3,     8,     7,     4,     9,     6,     5,     3,     8,     5,     4,     4,     8,     6,     5,     5,     5,     6,     6
1312,    10,    10,    10,     9,     9,     3,     7,     4,     4,     2,     2,     4,     4,     4,     0,     5,     1,     4,     7,     3
1313,     5,     5,     9,     6,     0,     8,     4,     5,     9,     5,     2,     6,     2,     4,     3,     5,     8,     4,     0,     2
1314,     4,     3,    10,     8,     4,     6,     4,     5,     3,     7,     2,     6,     3,     5,     3,     7,     9,     5,     4,     1
1315,     4,     2,     5,     8,     3,     7,     5,     7,     7,     9,     2,     4,     4,     2,     3,     5,     7,     3,     8,     1
1316,    10,     9,     7,     9,     7,     6,     9,     6,     5,     3,     0,     4,     3,     2,     0,     3,     1,     4,     8,     1
1317,     4,     2,     3,     7,     5,     6,     8,     7,     8,     8,     1,     6,     3,     8,     5,     3,     7,     3,     5,     1
1318,     0,     6,     3,     6,     3,     7,     8,     5,     0,    10,     9,     6,     4,     2,     4,     3,     7,     4,     6,     7
1319,     5,     4,     7,     7,     0,     6,     5,     5,     8,     1,     2,     4,     5,     2,     5,     6,     7,     6,     0,     0
1320,     4,     7,    10,     7,     0,     3,     6,     4,     8,     2,     1,     5,     2,     2,     2,     7,     8,     4,     1,     5
1321,     4,     3,     6,     5,     7,     8,     8,     5,     5,     9,     2,     8,     4,     5,     1,     4,     9,     5,     3,     3
1322,     1,     3,     2,     7,     4,     4,     9,     5,     1,     9,     8,     5,     5,     4,     6,     6,     9,     4,     5,     3
1323,     5,     6,     3,     7,     5,     5,     5,     5,     6,    10,     3,     4,     6,     7,     5,     4,     6,     5,     6,     2
1324,     5,     4,     9,     6,     5,     7,     5,     5,     4,     7,     1,     5,     5,     5,     3,     6,     7,     5,     4,     3
1325,     6,     0,    10,     9,     6,     9,     5,     7,     7,     8,     1,     3,     2,     5,     6,     7,     8,     6,     3,     1
1326,     6,     5,     9,     7,     1,     6,     5,     2,     9,     2,     1,     4,     2,     2,     5,     3,     8,     5,     0,     3
1327,    10,    10,     7,     7,     5,     9,    10,     6,     4,     2,     3,     4,     3,     5,     1,     9,     1,     3,     6,     2
1328,    10,     9,     9,    10,     9,     4,     9,     4,     2,     0,     4,     6,     4,     2,     2,     4,     0,     5,     6,     2
1329,     2,     2,     1,     7,     1,     6,     7,     7,     2,    10,     7,     5,     4,     3,     5,     6,     9,     4,     3,     2
1330,     3,     5,    10,     9,     0,     8,     4,     4,     6,     2,     2,     5,     2,     4,     0,     4,     6,     6,     0,     4
1331,     3,     2,     1,     9,     1,     7,     8,     4,     1,     6,     9,     6,     8,     7,     5,     7,     6,     2,     3,     4
1332,     1,     2,     1,     7,     2,     5,     9,     5,     1,     7,     6,     3,     7,     6,     5,     5,     8,     5,     7,     4
1333,     7,     6,     8,     9,     2,     7,     5,     7,     9,     2,     3,     6,     3,     3,     2,     6,     6,     6,     0,     3
1334,    10,     8,     9,     9,     2,     7,     6,     5,     3,     2,     2,     6,     1,     5,     2,     7,     0,     3,     5,     2
1335,     2,     1,     2,     6,     2,     8,     7,     3,     3,     9,     7,     5,     7,     2,     6,     4,     8,     4,     3,     6
1336,    10,     8,     9,     8,     7,     6,     7,     6,     3,     2,     2,     7,     5,     1,     2,     4,     2,     8,     6,     1
1337,     3,     2,     1,     8,     4,     6,     8,     4,     2,    10,    10,     6,     7,     4,     8,     5,     9,     4,     4,     7
1338,     5,     8,     6,     7,     0,     7,     7,     2,     9,     2,     0,     5,     5,     2,     4,     3,     9,     5,     1,     3
1339,    10,     7,     8,     9,     8,     7,    10,     6,     4,     2,     3,     4,     1,     3,     1,     6,     0,     5,     2,     3
1340,    10,     9,     5,    10,     8,     7,     7,     5,     2,     3,     1,     7,     4,     3,     3,     7,     2,     4,     8,     5
1341,     5,     4,     5,     7,     2,     5,     7,     3,     5,     8,     0,     3,     3,     3,     3,     2,     8,     3,     5,     1
1342,     9,     7,     8,     6,     9,     6,     7,     2,     6,     3,     2,     4,     5,     2,     3,     3,     2,     5,     2,     1
1343,     0,     3,     3,     6,     3,     8,     8,     5,     0,     9,     6,     7,     5,     2,     3,     2,     8,     4,     4,     7
1344,     5,     5,     9,     8,     0,     7,     7,     5,     7,     3,     1,     8,     4,     4,     2,     5,     9,     3,     0,     2
1345,     1,     5,     2,     9,     2,     6,     8,     3,     2,     8,     9,     7,     9,     0,     9,     5,     9,     5,     4,     5
1346,    10,     7,     7,     9,     9,     7,     6,     6,     6,     2,     3,     7,     2,     2,     2,     7,     0,     2,     3,     2
1347,    10,     7,     7,     9,     6,     7,     7,     7,     2,     3,     1,     7,     3,     2,     1,     7,     2,     4,     4,     0
1348,     5,     5,    10,     7,     0,     8,     6,     7,     8,     1,     1,     5,     1,     4,     1,     4,     7,     6,     1,     3
1349,     1,     2,     4,     9,     5,     6,     8,     6,     1,     8,     9,     7,     9,     3,     5,     3,     9,     5,     6,     7
1350,     5,     6,     9,     5,     0,     9,     3,     6,     5,     1,     2,     6,     3,     1,     5,     7,     7,     4,     0,     2
1351,     1,     0,     1,     7,     1,     8,     9,     6,     1,     7,     8,     8,     8,     1,     7,     3,     8,     6,     5,     7
1352,     8,     6,     8,     7,     8,     8,     9,     7,     7,     1,     2,     4,     9,     5,     4,     6,     0,     5,     9,     1
1353,     5,     3,     6,     7,     5,     5,     4,     4,     6,     8,     2,     6,     3,     5,     2,     4,     9,     6,     7,     4
1354,     8,     6,     9,     9,     0,     9,     4,     5,     8,     5,     1,     6,     2,     1,     3,     5,     8,     5,     0,     5
1355,     4,     7,     9,     9,     1,     7,     5,     3,     6,     2,     2,     6,     2,     2,     5,     6,     8,     3,     0,     3
1356,     1,     2,     1,     7,     1,     7,     6,     4,     0,     9,     7,     6,     8,     1,     4,     6,     9,     6,     3,     4
1357,     4,     1,     7,     8,     4,     6,     7,     4,     5,    10,     3,     5,     6,     4,     4,     4,     7,     6,     5,     2
1358,     1,     4,     0,     8,     3,     8,     9,     3,     0,     9,     7,     5,     8,     3,     4,     6,     7,     5,     4,     6
1359,     4,     1,     6,     5,     3,     5,     8,     4,     8,     6,     2,     6,     4,     6,     6,     7,     7,     7,     4,     4
1360,     4,     4,     6,     7,     5,     7,     4,     2,     6,     8,     3,     4,     4,     7,     2,     5,     6,     3,     8,     1
1361,    10,     9,     7,     9,     9,     8,     8,     7,     5,     1,     4,     3,     5,     2,     1,     5,     1,     2,     4,     3
1362,     1,     2,     1,     8,     1,     7,     9,     5,     1,     9,     9,     7,     7,     2,     4,     3,     8,     5,     6,     5
1363,     5,     1,     8,     9,     6,     7,     6,     6,     4,     8,     4,     5,     3,     6,     4,     4,     8,     3,     4,     3
1364,     5,     4,     8,     9,     5,     8,     9,     7,     3,     7,     1,     3,     5,     6,     4,     5,     8,     5,     5,     0
1365,     4,     5,     8,     7,     7,     6,     6,     7,     4,     8,     1,     6,     7,     7,     2,     6,     8,     4,     4,     1
1366,     6,     2,     8,     8,     0,     5,     1,     3,     7,     0,     0,     9,     2,     0,     4,     3,     8,     4,     0,     4
1367,     1,     3,     1,     8,     1,     3,     9,     4,     2,     8,     8,     7,     7,     2,     8,     4,     8,     5,     3,     9
1368,     5,     2,     7,     4,     3,     4,     5,     6,     7,     7,     3,     5,     4,     5,     5,     7,     5,     4,     2,     1
1369,     4,     8,     7,     4,     0,     6,     6,     3,     7,     4,     2,     6,     2,     5,     3,     1,     9,     4,     1,     2
1370,     5,     6,     6,     6,     0,     9,     5,     5,     7,     3,     0,     5,     2,     5,     2,     5,     7,     3,     1,     4
1371,     5,     2,     9,     8,     4,     6,     9,     5,     7,     6,     3,     7,     4,     7,     2,     3,     8,     3,     3,     1
1372,     5,     3,     7,     4,     6,     6,     5,     7,     7,     6,     3,     5,     2,     5,     4,     5,     8,     2,     5,     2
1373,     0,     2,     3,     9,     3,     4,     9,     3,     3,     8,     8,     6,     9,     3,     5,     7,     9,     3,     8,     7
1374,     5,     7,     9,     4,     0,     7,     6,     3,     6,     5,     0,     4,     1,     2,     5,     4,     8,     7,     0,     3
1375,     5,     9,     8,     5,     0,     8,     6,     5,     5,     0,     0,     6,     5,     3,     2,     3,     5,     3,     0,     4
1376,     5,     4,     9,     7,     0,     7,     7,     6,     8,     2,     0,     7,     2,     6,     3,     2,     9,     5,     0,     5
1377,     2,     2,     0,     7,     2,     4,     7,     4,     0,     9,     8,     6,     7,     2,     7,     6,     9,     5,     7,     8
1378,     3,     2,     2,     8,     4,     6,     7,     6,     2,     9,    10,     4,     8,     4,     3,     4,     7,     6,     3,     8
1379,     5,     7,     9,     9,     0,     7,     5,     6,     7,     1,     1,     7,     3,     3,     4,     6,     7,     5,     0,     4
1380,     9,     7,     8,     5,     8,     7,     8,     7,     6,     3,     1,     5,     6,     3,     4,     6,     1,     4,     5,     3
1381,     4,     2,     7,     6,     9,     9,     6,     6,     5,     9,     2,     6,     2,     7,     2,     5,     5,     5,     4,     2
1382,     3,     2,     2,     9,     2,     7,     7,     6,     0,     8,     9,     5,     7,     4,     5,     6,     7,     7,     6,     6
1383,     5,     4,     8,     6,     0,     8,     4,     6,     8,     3,     2,     5,     1,     4,     3,     6,     8,     4,     0,     3
1384,     2,     1,     4,     8,     1,     7,     9,     8,     0,     5,     6,     5,     8,     2,     6,     7,     6,     2,     5,     5
1385,     3,     2,     8,     5,     6,     7,     5,     4,     5,     8,     1,     6,     3,     5,     4,     7,     9,     5,     2,     2
1386,    10,     9,     6,     9,     7,     4,     8,     6,     6,     2,     3,     3,     6,     2,     0,     3,     0,     4,     5,     4
1387,    10,     8,     8,     8,     8,     5,     7,     5,     4,     3,     2,     5,     4,     1,     2,     3,     1,     5,     4,     0
1388,     4,     3,     4,     6,     2,     8,     5,     5,     7,     7,     0,     3,     4,     2,     2,     5,     7,     6,     3,     3
1389,     5,     1,     2,     8,     2,     7,     8,     5,     1,    10,     6,     6,     7,     1,     4,     5,    10,     2,     6,     6
1390,     8,    10,     8,    10,     7,     6,     9,     5,     6,     3,     5,     6,     4,     3,     1,     5,     0,     5,     7,     4
1391,    10,    10,     8,     9,     7,    10,     9,     6,     5,     2,     2,     5,     4,     5,     1,     5,     1,     5,     4,     3
1392,    10,     7,     5,     9,    10,     8,     9,     5,     7,     3,     1,     6,     4,     3,     3,     3,     2,     6,     8,     2
1393,    10,     6,     7,     8,     9,     6,     6,     6,     4,     1,     5,     4,     4,     1,     2,     5,     2,     5,     5,     3
1394,     2,     5,     2,     5,     5,     6,     8,     6,     1,     9,     9,     6,     7,     4,     6,     4,     7,     4,     5,     7
1395,     9,     9,     5,     8,    10,     7,     8,     3,     5,     3,     2,     6,     6,     2,     2,     4,     1,     4,     5,     2
1396,     9,     9,     7,     8,     7,     7,     8,     5,     7,     0,     3,     6,     3,     4,     0,     6,     1,     6,     7,     2
1397,     5,     6,     9,     6,     6,     8,     8,     5,     5,     8,     3,     5,     2,     6,     1,     5,     5,     8,     6,     0
1398,     5,     5,     9,     7,     0,     7,     3,     3,    10,     0,     4,     6,     2,     4,     4,     3,     8,     5,     0,     1
1399,     3,     1,     3,     6,     5,     5,     8,     6,     6,     9,     1,     8,     2,     7,     4,     7,     7,     5,     5,     3
1400,    10,     7,     7,     7,     9,     7,     9,     7,     3,     3,     1,     3,     5,     0,     4,     6,     0,     2,     4,     3
1401,     9,     8,     7,     9,     9,     4,     8,     6,     5,     1,     4,     4,     2,     0,     2,     4,     1,     3,     6,     2
1402,    10,     7,     8,    10,     6,     5,     7,     6,     7,     1,     2,     5,     1,     2,     2,     6,     0,     7,     4,     1
1403,     3,     3,     5,     6,     7,     7,     9,     2,     5,     7,     2,     1,     3,     6,     3,     5,    10,     3,     7,     4
1404,     1,     2,     1,     8,     4,     8,     7,     5,     1,     8,     6,     6,     9,     1,     8,     4,     8,     6,     7,     7
1405,     4,     9,     7,     7,     0,     8,     0,     5,     7,     2,     0,     4,     6,     1,     4,     7,     7,     4,     1,     0
1406,    10,     8,     8,     9,     8,     6,     7,     7,     6,     1,     2,     4,     4,     1,     1,     5,     0,     3,     5,     4
1407,     9,     9,     7,     6,     7,     8,     8,     8,     7,     2,     1,     6,     5,     3,     2,     6,     2,     6,     5,     4
1408,    10,     7,     7,     5,     5,     5,     9,     0,     6,     4,     0,     5,     4,     1,     3,     6,     1,     5,     6,     3
1409,     0,     3,     0,     8,     3,     5,     7,     4,     0,     8,     8,     7,     7,     1,     8,     6,     9,     6,     8,     8
1410,     8,     2,     8,     8,     5,     9,     7,     3,     3,     8,     0,     8,     6,     6,     3,     6,     7,     5,     3,     1
1411,     0,     2,     3,     8,     2,     6,     9,     7,     1,     9,     9,     7,     7,     2,     7,     6,     8,     4,     8,     6
1412,     9,     7,     9,     9,     7,     5,     8,     5,     4,     3,     1,     8,     2,     2,     1,     6,     2,     4,     6,     0
1413,     5,     6,     8,     5,     0,     7,     3,     5,     7,     2,     1,     4,     2,     5,     6,     6,     9,     4,     0,     3
1414,     8,     7,     7,     5,     0,     5,     2,     4,    10,     1,     0,     7,     2,     2,     3,     6,     9,     2,     0,     8
1415,     4,     3,     1,    10,     5,     8,     9,     6,     2,     7,     7,     6,     5,     2,     4,     8,     7,     1,     3,     7
1416,     4,     4,     2,     7,     3,     5,     7,     8,     2,    10,    10,     5,     8,     4,     8,     5,     9,     1,     4,     5
1417,     4,     1,     2,    10,     1,     6,     8,     6,     2,    10,     7,     8,     9,     2,     6,     4,    10,     4,     3,     3
1418,     4,     2,     1,     8,     3,     5,     8,     4,     1,     5,     7,     6,     8,     6,     5,     6,     4,     5,     4,     6
1419,     9,     9,     9,     8,     8,     9,     9,     5,     4,     1,     3,     7,     3,     5,     2,     7,     2,     4,     5,     2
1420,     4,     3,     6,     7,     5,     7,     7,     4,     6,     6,     4,     6,     2,     5,     6,     5,     5,     3,     3,     2
1421,     6,     3,     5,     8,     3,     6,     5,     3,     9,    10,     2,     3,     1,     5,     2,     5,     7,     5,     5,     3
1422,     9,    10,     9,     9,     7,     8,     6,     3,     6,     4,     3,     5,     5,     5,     1,     5,     3,     9,     8,     2
1423,     7,     7,     8,     6,     0,     6,     1,     5,     7,     2,     0,     3,     2,     2,     5,     7,     9,     5,     1,     5
1424,     4,     2,     7,     9,     6,     9,     5,     8,     3,     9,     1,     4,     5,     4,     2,     5,     7,     5,     4,     2
1425,     1,     4,     1,    10,     7,     7,     7,     7,     2,    10,     7,     5,     6,     3,     6,     2,     5,     6,     5,     6
1426,     2,     1,     4,     9,     3,     6,     9,     6,     0,     6,     7,     6,     9,     2,     7,     5,    10,     5,     3,     8
1427,     5,     5,     9,     7,     0,    10,     8,     5,     7,     3,     0,     3,     2,     3,     2,     7,     5,     7,     2,     1
1428,     3,     2,     2,     8,     2,     5,     7,     7,     1,     9,     7,     5,     5,     3,     7,     5,     8,     5,     4,    10
1429,     9,     9,     6,     7,     9,     9,     9,     5,     5,     3,     3,     5,     3,     4,     0,     8,     2,     6,     5,     2
1430,     1,     1,     2,     5,     2,     5,     7,     4,     0,     9,    10,     7,     6,     3,     8,     6,     7,     5,     9,     3
1431,     7,     4,     5,     6,     5,     5,     9,     2,     4,     6,     1,     5,     6,     4,     6,     4,     6,     6,     4,     3
1432,     8,     8,     6,    10,     8,     6,     6,     5,     6,     3,     4,     1,     5,     3,     2,     5,     1,     8,     4,     3
1433,     8,     6,    10,     6,     0,     5,     3,     6,     8,     5,     2,     8,     1,     4,     2,     6,     7,     3,     0,     5
1434,     5,     5,     7,     7,     6,     6,     6,     6,     4,     8,     4,     6,     6,     7,     2,     6,     8,     6,     4,     2
1435,     2,     2,     2,     8,     5,     5,     8,     6,     2,     9,     7,     7,     8,     1,     6,     5,     9,     3,     5,     4
1436,     4,     3,     5,     9,     6,     8,     5,     4,     5,     9,     0,     5,     6,     2,     4,     6,     6,     4,     5,     3
1437,    10,     9,     8,     9,     7,     6,    10,     4,     5,     1,     4,     6,     2,     2,     0,     2,     2,     5,     5,     0
1438,     4,     2,     3,     7,     3,     4,     9,     4,     0,     9,     7,     7,     4,     1,     7,     8,     7,     6,     3,     5
1439,     3,     2,     2,     9,     1,     6,    10,     4,     1,     8,     7,     6,     7,     1,     6,     6,     8,     3,     4,     5
1440,     2,     1,     1,     4,     2,     5,    10,     5,     1,     8,     6,     8,     8,     0,     5,     4,     7,     7,     5,     4
1441,     3,     0,     3,     7,     3,     5,     7,     6,     1,     8,     6,     6,     8,     4,     7,     7,     8,     6,     6,     6
1442,     5,     3,     7,     8,     4,     7,    10,     4,     5,     9,     1,     7,     2,     6,     1,     9,     6,     6,     5,     3
1443,     8,    10,     9,     9,     8,     7,     7,     5,     7,     0,     3,     4,     5,     3,     5,     2,     2,     6,     3,     1
1444,     8,     4,     9,     6,     0,     7,     3,     7,     9,     1,     2,     4,     1,     4,     4,     5,     8,     5,     0,     3
1445,     5,     6,     9,     6,     0,     7,     6,     4,     7,     1,     2,     8,     2,     2,     3,     5,     8,     1,     1,     6
1446,     7,     7,     6,    10,     1,     6,     6,     5,     9,     1,     2,     2,     2,     3,     3,     7,     7,     7,     1,     5
1447,     2,     3,     3,     8,     3,     8,    10,     6,     0,     7,     8,     3,     6,     2,     5,     7,     8,     5,     4,     4
1448,     4,     6,     9,     7,     1,     5,     7,     6,     9,     2,     3,     4,     3,     3,     2,     6,     7,     6,     1,     4
1449,     6,     7,     6,     5,     0,     7,     5,     5,     7,     2,     1,    10,     4,     2,     3,     2,     6,     5,     0,     3
1450,    10,     9,     7,     9,     9,     9,     6,     7,     5,     3,     0,     4,     5,     3,     4,     5,     0,     5,     6,     3
1451,     6,     3,     7,     8,     6,     7,     5,     5,     5,     7,     1,     4,     4,     7,     3,     3,     7,     6,     6,     3
1452,     3,     3,     0,    10,     4,     6,     8,     2,     1,     9,     7,     7,     6,     4,     4,     6,     8,     5,     2,     7
1453,     4,     4,     9,     9,     7,     4,     5,     7,     7,    10,     0,     6,     3,     6,     3,     3,     7,     3,     4,     2
1454,     5,     1,     3,     9,     2,     6,     9,     2,     1,     9,     9,     7,     7,     4,     5,     2,     8,     2,     7,     6
1455,    10,     7,     8,     9,     9,     7,    10,     5,     6,     1,     1,     6,     3,     1,     1,     4,     1,     6,     3,     2
1456,     9,     8,     9,     8,     8,     6,     6,     1,     7,     4,     5,     4,     4,     2,     0,     4,     2,     4,     3,     3
1457,     5,     2,     3,     4,     6,     8,     8,     1,     8,     9,     5,     5,     2,     8,     2,     8,     7,     3,     4,     0
1458,     2,     0,     5,     9,     3,     7,     4,     8,     2,     9,     8,     7,     7,     1,     7,     5,     9,     5,     5,     3
1459,     6,     4,     6,     6,     3,     5,     6,     5,     5,     7,     2,     4,     5,     6,     4,     3,     6,     5,     4,     2
1460,     6,     9,     6,     6,     0,     9,     4,     4,     7,     2,     0,     4,     4,     3,     4,     8,     8,     3,     0,     3
1461,     3,     5,     6,     9,     5,     6,     8,     5,     4,     9,     2,     4,     7,     4,     4,     6,     9,     4,     4,     3
1462,     7,     8,     8,     7,     0,     7,     3,     2,     9,     2,     1,     6,     4,     2,     3,     6,     7,     5,     0,     3
1463,     2,     3,     2,     7,     3,     6,     8,     7,     1,     7,     8,     7,     8,     3,     4,     6,     6,     5,     2,     6
1464,     2,     2,     2,     7,     1,     7,     8,     4,     3,     8,     7,     4,     9,     3,     9,     2,     8,     5,     5,     6
1465,    10,     8,     7,     8,     6,     8,     8,     6,     3,     2,     2,     6,     3,     2,     2,     4,     1,     4,     6,     1
1466,     2,     3,     3,     8,     3,     7,     6,     5,     2,     9,     7,     7,     8,     1,     7,     7,     6,     6,     3,     7
1467,     6,     7,    10,     3,     0,     8,     4,     4,     9,     2,     1,     3,     4,     2,     4,     9,     6,     6,     0,     1
1468,     9,     8,     7,     8,     6,     8,     8,     7,     3,     3,     0,     7,     3,     3,     2,     6,     2,     4,     5,     3
1469,     4,     2,     7,     6,     1,     6,     6,     4,     7,     9,     1,     4,     8,     3,     6,     5,     9,     3,     2,     0
1470,     4,     8,     9,     8,     0,     6,     7,     8,     8,     3,     3,     4,     4,     0,     2,     5,     9,     5,     0,     4
1471,     3,     8,     9,     7,     1,     8,     7,     5,     7,     1,     0,     6,     2,     2,     1,     4,     6,     3,     2,     2
1472,     3,     2,     5,     9,     5,     7,     7,     7,     5,     5,     1,     5,     4,     7,     3,     4,     5,     5,     5,     5
1473,     8,     1,     9,    10,     6,     5,     5,     5,     7,     8,     1,     4,     3,     4,     4,     5,     7,     5,     5,     3
1474,     4,     5,     8,     7,     0,     7,     4,     6,     8,     3,     2,     8,     4,     3,     3,     5,     8,     2,     1,     3
1475,     2,     1,     3,     9,     2,     6,     6,     8,     2,     8,     7,     5,     8,     0,     6,     3,    10,     4,     4,     4
1476,     6,     3,     8,     5,     4,     7,     5,     5,     2,     8,     5,     2,     3,     7,     5,     5,     7,     5,     5,     4
1477,     3,     6,     7,     6,     1,     6,     6,     5,     8,     2,     2,     5,     3,     3,     4,     6,     9,     3,     0,     2
1478,     8,     8,     8,     9,     9,     4,     7,     7,     0,     3,     2,     3,     2,     2,     2,     4,     1,     4,     6,     3
1479,     5,     5,     8,     4,     0,     7,     7,     5,    10,     2,     0,     6,     3,     2,     3,     5,     7,     7,     0,     2
1480,     8,     7,     9,     5,     0,     6,     6,     6,     5,     4,     0,     7,     2,     2,     1,     4,     7,     4,     1,     2
1481,     1,     2,     2,     9,     2,     7,     8,     6,     2,     9,     7,     6,     8,     3,     6,     7,     9,     4,     4,     6
1482,     6,     1,     6,     7,     5,     7,     8,     5,     3,     8,     3,     5,     4,     9,     4,     6,     6,     3,     2,     2
1483,     4,     1,     6,     6,     6,     9,     6,     5,     4,     9,     0,     5,     4,     4,     4,     7,     7,     4,     3,     1
1484,     9,     6,     8,     8,     7,     8,    10,     5,     7,     2,     2,     6,     1,     2,     2,     4,     1,     4,     3,     2
1485,     6,     5,     6,     7,     4,     7,     6,     5,     4,     8,     3,     7,     5,     6,     4,     2,     7,     4,     6,     2
1486,     5,     1,     7,     7,     4,     4,     5,     4,     4,     6,     0,     3,     5,     7,     2,     4,     9,     7,     8,     3
1487,     6,     8,     9,     6,     0,     8,     7,     5,     8,     2,     1,     5,     0,     4,     1,     5,     5,     3,     0,     3
1488,     2,     1,     0,    10,     2,     8,     8,     7,     0,     7,     9,     5,     7,     4,     7,     4,     7,     3,     3,     7
1489,     1,     2,     2,     8,     4,     5,    10,     6,     1,     8,     7,     7,     8,     1,     5,     4,     8,     7,     6,     7
1490,     9,    10,     5,     5,     9,     6,     8,     5,     6,     4,     1,     5,     3,     2,     1,     5,     0,     3,     5,     2
1491,    10,     9,     9,     8,     5,     6,     9,     6,     7,     1,     1,     6,     4,     1,     3,     8,     0,     5,     4,     2
1492,     1,     5,     1,     9,     2,     5,     9,     4,     0,     8,     9,     6,     5,     0,     7,     4,     9,     7,     5,     5
1493,     6,     0,     9,     6,     5,     6,     5,     4,     4,     9,     2,     8,     2,     8,     1,     4,     7,     4,     7,     1
1494,     2,     3,     4,     8,     2,     3,     8,     3,     0,     9,     8,     6,     3,     3,     7,     5,     8,     4,     4,    10
1495,     0,     2,     4,     8,     1,     5,     8,     5,     0,     8,     9,     8,     7,     3,     4,     5,     9,     7,     5,     6
1496,     5,     2,     4,     8,     5,     7,     6,     6,     6,     9,     2,     4,     4,     6,     4,     6,     8,     4,     6,     3
1497,     2,     2,     1,     8,     2,     7,     7,     6,     0,     8,     9,     7,     5,     3,     5,     5,    10,     6,     7,     8
1498,     4,     8,     9,     4,     0,     7,     3,     5,     8,     2,     2,     4,     2,     2,     2,     4,     6,     3,     0,     2
1499,     1,     3,     4,     8,     2,     6,     7,     5,     2,     9,     6,     8,     5,     2,     5,     3,     9,     4,     5,     5
1500,     8,     3,     6,     4,     4,     9,     7,     5,     4,     9,     3,     6,     4,     5,     2,     5,     6,     2,     5,     1
1501,     1,     2,     2,     7,     1,     6,     9,     5,     1,    10,     9,     7,     7,     4,     8,     6,     8,     5,     7,     7
1502,     7,     5,     6,     8,     5,    10,     9,     5,     6,     7,     2,     6,     3,     4,     2,     7,     5,     3,     3,     3
1503,     3,     3,     4,     7,     8,     7,     6,     6,     6,     7,     0,     4,     6,     4,     1,     4,     9,     4,     6,     1
1504,     3,     1,     6,     8,     5,     6,     8,     3,     9,    10,     1,     7,     3,     7,     1,     4,     5,     1,     5,     3
1505,     5,     9,     6,     6,     0,     7,     5,     4,     9,     3,     0,     5,     4,     3,     5,     4,     6,     5,     0,     4
1506,     6,     3,     6,     7,     5,     9,     7,     7,     7,    10,     3,     8,     3,     6,     4,     3,     8,     8,     6,     3
1507,     1,     1,     1,     8,     3,     6,     9,     5,     3,     9,     8,     5,    10,     3,     5,     5,     9,     7,     5,     7
1508,     4,     2,     0,     6,     1,     3,     9,     4,     1,     8,     8,     9,     5,     0,     4,     5,    10,     5,     7,     6
1509,     1,     2,     3,     9,     1,     6,     7,     7,     0,    10,     8,     9,     7,     2,     8,     2,     8,     7,     2,     9
1510,     5,     5,     7,     8,     0,     7,     6,     3,     6,     4,     1,     8,     3,     0,     2,     5,    10,     4,     1,     1
1511,     3,     4,     0,     8,     1,     5,     7,     7,     1,     8,     8,     6,     7,     2,     1,     4,     7,     4,     6,     6
1512,     1,     3,     2,     8,     5,     7,     8,     2,     3,     9,     7,     6,     4,     1,     2,     6,     9,     8,     5,     4
1513,     4,     3,     7,     7,     7,     5,     6,     6,     6,     9,     2,     4,     5,     6,     4,     4,     8,     4,     4,     0
1514,    10,     7,     5,    10,     7,     3,     7,     5,     2,     2,     4,     5,     3,     3,     1,     7,     2,     6,     2,     5
1515,     7,     4,     9,     5,     0,     8,     3,     4,     9,     3,     0,     4,     3,     2,     3,     7,     4,     5,     0,     2
1516,     5,     5,     9,     7,     0,     5,     4,     7,     5,     2,     2,     5,     4,     2,     4,     3,     8,     5,     0,     1
1517,     9,     4,    10,     6,     0,     7,     5,     4,     8,     2,     0,     8,     3,     1,     5,     8,     8,     6,     0,     2
1518,     6,     5,     5,     8,     8,     7,     5,     4,     7,     7,     1,     7,     4,     7,     3,     2,     7,     6,     7,     1
1519,     6,     3,     6,     8,     4,     5,     8,     3,     2,    10,     3,     5,     7,     5,     2,     5,     7,     9,     5,     2
1520,    10,     7,     9,     9,     9,     6,     8,     5,     7,     0,     1,     7,     3,     5,     1,     7,     1,     7,     4,     2
1521,     1,     0,     3,     8,     3,     8,     8,     9,     1,     6,     7,     6,     8,     1,     4,     6,     9,     8,     4,     4
1522,    10,     7,     8,     9,     6,     6,    10,     5,     5,     1,     2,     3,     2,     2,     1,     3,     1,     5,     5,     2
1523,     4,     7,     8,     8,     3,     6,     7,     6,     5,     8,     3,     5,     5,     8,     3,     7,     9,     4,     5,     4
1524,    10,     8,     8,     9,     8,     6,     7,     4,     6,     5,     3,     5,     4,     1,     2,     5,     1,     3,     4,     1
1525,     3,     9,     7,     5,     0,     6,     5,     7,     9,     4,     0,     4,     2,     2,     2,     5,     7,     3,     0,     5
1526,     9,    10,     4,     6,     8,     6,     7,     6,     5,     1,     1,     4,     6,     5,     2,     5,     1,     4,     4,     3
1527,    10,     7,     8,     9,    10,     7,     7,     5,     4,     2,     2,     4,     6,     5,     0,     7,     1,     6,     4,     4
1528,     6,     7,     8,     8,     4,     7,     7,     7,     6,     9,     5,     5,     4,     5,     4,     6,     8,     3,     7,     3
